car_name,carisyou_url,aws_url,브랜드,국산/수입,가격,연비,연료,차급,외형,등급명,판매여부,출시일,단종일,승차정원,최고속도,배기량,엔진형식,구동방식,연비등급,price_int,price_int_low,price_int_high,displacement_int,fuel_efficiency_int,fuel_efficiency_int_low,fuel_efficiency_int_high
2008 아우디 S6(6세대),http://file.carisyou.com/newcar/color/3520_audi_s62008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1246.jpg,아우디,수입,"1억5,590만원",6.9km/ℓ,가솔린,중형,세단,5.2콰트로,단종,2008-01-01,2009-01-01,5명,250km/h,"5,204cc",5.2L435hpV10,4WD,5등급,155900000,155900000,155900000,5204,6.9,6.9,6.9
2008 아우디 S8(2세대),http://file.carisyou.com/newcar/color/3521_audi_s82008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1247.jpg,아우디,수입,"1억8,320만원",6.8km/ℓ,가솔린,대형,세단,5.2FSI,단종,2008-01-01,2009-01-01,4명,250km/h,"5,204cc",V10FSI,4WD,5등급,183200000,183200000,183200000,5204,6.8,6.8,6.8
2008 아우디 Q7(1세대),http://file.carisyou.com/newcar/color/3522_audi_q72008_0.gif,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1248.jpg,아우디,수입,"8,800~1억2,210만원",6.5~8.7km/ℓ,"가솔린,디젤",대형,SUV,3.6FSI콰트로디럭스,단종,2008-01-01,2009-10-05,6명,210km/h,"3,597cc",V6직분사(FSI)엔진,4WD,5등급,"88000000, 122100000",88000000,122100000,3597,"6.5, 8.7",6.5,8.7
2008 아우디 TT(2세대),http://file.carisyou.com/newcar/color/3523_audi_tt2008_0.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1249.jpg,아우디,수입,"6,310~7,900만원",7.0~12.3km/ℓ,가솔린,소형,쿠페,쿠페2.0TFSI,단종,2008-01-01,2009-01-01,2명,210km/h,"1,984cc",I4Turbo,FF,3등급,"63100000, 79000000",63100000,79000000,1984,"7.0, 12.3",7.0,12.3
2008 아우디 R8(1세대),http://file.carisyou.com/newcar/color/3524_audi_r82008_0.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1250.jpg,아우디,수입,"1억9,240만원",6.7km/ℓ,가솔린,준중형,쿠페,4.2FSI콰트로,단종,2008-01-01,2009-10-27,2명,301km/h,"4,163cc",32/DOHC,4WD,5등급,192400000,192400000,192400000,4163,6.7,6.7,6.7
2008 롤스로이스 팬텀(7세대),http://file.carisyou.com/newcar/color/3528_rolls-royce_phantom2008_0.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1251.jpg,롤스로이스,수입,"6억4,000~7억6,000만원",5.7~5.9km/ℓ,가솔린,대형,세단,6.75V12,단종,2008-01-01,2014-12-01,5명,240km/h,"6,749cc",V12,FR,5등급,"640000000, 760000000",640000000,760000000,6749,"5.7, 5.9",5.7,5.9
2008 푸조 307,http://file.carisyou.com/upload/2019/07/23/FILE_201907230504291420.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1252.jpg,푸조,수입,"3,295~5,100만원",10.0~14.4km/ℓ,"가솔린,디젤",준중형,왜건,SW2.0,단종,2008-01-01,2009-01-01,5명,197km/h,"1,997cc",4기통,FF,4등급,"32950000, 51000000",32950000,51000000,1997,"10.0, 14.4",10.0,14.4
2008 현대 그랜드 스타렉스,http://file.carisyou.com/newcar/color/3530_hyundai_grandstarex2008_0.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1253.jpg,현대,국산,"1,695~2,575만원",10.5~11.6km/ℓ,디젤,소형,버스,밴3인승CVX밸류,단종,2008-01-01,2008-07-31,3명,0km/h,"2,497cc",2.5VGT,FR,3등급,"16950000, 25750000",16950000,25750000,2497,"10.5, 11.6",10.5,11.6
2008 푸조 607,http://file.carisyou.com/newcar/color/3531_peugeot_new6072008_0.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1254.jpg,푸조,수입,"6,100~6,940만원",8.4~11.0km/ℓ,"가솔린,디젤",준대형,세단,3.0,단종,2008-01-01,2011-01-01,5명,232km/h,"2,946cc",V6DOHC,FF,4등급,"61000000, 69400000",61000000,69400000,2946,"8.4, 11.0",8.4,11.0
2008 기아 로체 어드밴스,http://file.carisyou.com/newcar/color/3532_kia_lotze2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1255.jpg,기아,국산,"1,145~2,662만원",8.8~17.3km/ℓ,"가솔린,디젤,엘피지",중형,세단,LX기본형,단종,2007-11-21,2008-06-11,5명,184km/h,"1,798cc",1.8세타(θ)CVVT,FF,3등급,"11450000, 26620000",11450000,26620000,1798,"8.8, 17.3",8.8,17.3
2008 BMW X3(1세대),http://file.carisyou.com/newcar/color/3533_bmw_x32008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1256.jpg,BMW,수입,"6,150~7,640만원",8.7~13.9km/ℓ,"가솔린,디젤",준중형,SUV,20d,단종,2008-03-25,2011-02-16,5명,205km/h,"1,995cc",직렬4기통,4WD,2등급,"61500000, 76400000",61500000,76400000,1995,"8.7, 13.9",8.7,13.9
2007 기아 뉴 카니발,http://file.carisyou.com/newcar/color/3534_kia_newcanival2007_0.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1257.jpg,기아,국산,"2,320~3,562만원",6.8~10.5km/ℓ,"디젤,엘피지",대형,RV,쇼트9인승GX고급형,단종,2007-01-01,2008-01-01,9명,0km/h,"2,902cc",J2.9CRDi,FF,4등급,"23200000, 35620000",23200000,35620000,2902,"6.8, 10.5",6.8,10.5
2008 BMW X5(2세대),http://file.carisyou.com/newcar/color/3535_bmw_x52008_0.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1258.jpg,BMW,수입,"8,990~1억2,540만원",6.7~10.5km/ℓ,"가솔린,디젤",중형,SUV,3.0d,단종,2008-01-01,2010-05-18,5명,210km/h,"2,993cc",직렬6기통,4WD,4등급,"89900000, 125400000",89900000,125400000,2993,"6.7, 10.5",6.7,10.5
2008 기아 뉴 카니발,http://file.carisyou.com/newcar/color/3534_kia_newcanival2007_0.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1259.jpg,기아,국산,"2,375~5,110만원",6.8~10.7km/ℓ,"디젤,엘피지",대형,RV,LPIGX고급형,단종,2008-01-01,2008-06-09,9명,0km/h,"2,656cc",2.7LPI,FF,5등급,"23750000, 51100000",23750000,51100000,2656,"6.8, 10.7",6.8,10.7
2008 기아 봉고3 트럭,http://file.carisyou.com/newcar/color/3537_kia_bongo3truck2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1260.jpg,기아,국산,"1,165~2,647만원",9.9~11.2km/ℓ,"디젤,엘피지",소형,트럭,1톤4X2CRDi표준캡초장축GX,단종,2008-01-01,2011-12-01,3명,0km/h,"2,902cc",2.9CRDi,FR,3등급,"11650000, 26470000",11650000,26470000,2902,"9.9, 11.2",9.9,11.2
2008 현대 포터2,http://file.carisyou.com/newcar/color/3538_hyundai_porter22008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1261.jpg,현대,국산,"1,189~2,037만원",10.2~11.4km/ℓ,디젤,소형,트럭,CRDi일반캡초장축DLX,단종,2008-01-01,2009-01-01,3명,0km/h,"2,497cc",D4CB,FR,3등급,"11890000, 20370000",11890000,20370000,2497,"10.2, 11.4",10.2,11.4
2008 페라리 612 스카글리에티,http://file.carisyou.com/newcar/color/3539_ferrari_612scaglietti2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1262.jpg,페라리,수입,"4억7,000만원",4.2km/ℓ,가솔린,대형,쿠페,원투원,단종,2008-01-01,2010-01-01,4명,315km/h,"5,748cc",V12DOHC,FR,5등급,470000000,470000000,470000000,5748,4.2,4.2,4.2
2008 폰티악 솔스티스,http://file.carisyou.com/newcar/color/3540_pontiac_solstice2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1263.jpg,폰티악,수입,-만원,-,가솔린,소형,쿠페,쿠페2.0터보,미정,,,-명,248km/h,"1,998cc",I4Turbo,FR,0등급,-,9999999999,9999999999,1998,-,0.0,0.0
2008 폰티악 G8,http://file.carisyou.com/newcar/color/3541_pontiac_g82008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1264.jpg,폰티악,수입,-만원,-,가솔린,중형,픽업트럭,스포츠트럭,미정,,,-명,0km/h,"5,965cc",V8,FR,0등급,-,9999999999,9999999999,5965,-,0.0,0.0
2008 알파로메오 미토,http://file.carisyou.com/newcar/color/3542_alfaromeo_mi.to2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1265.jpg,알파로메오,수입,-만원,-,"가솔린,디젤",소형,해치백,가솔린,미정,,,-명,0km/h,0cc,-,FF,0등급,-,9999999999,9999999999,0,-,0.0,0.0
2009 벤츠 M클래스(2세대),http://file.carisyou.com/newcar/color/3543_benz_m-class2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1266.jpg,벤츠,수입,"8,190~1억3,990만원",5.2~9.3km/ℓ,"가솔린,디젤",중형,SUV,ML420CDI4매틱,미정,,,5명,235km/h,"3,996cc",V8,4WD,5등급,"81900000, 139900000",81900000,139900000,3996,"5.2, 9.3",5.2,9.3
2008 BMW 1시리즈(1세대),http://file.carisyou.com/newcar/color/3544_bmw_1series2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1267.jpg,BMW,수입,-만원,8.7~21.5km/ℓ,"가솔린,디젤",준중형,해치백,5도어116i,미정,,,5명,210km/h,"1,599cc",-,FR,2등급,-,9999999999,9999999999,1599,"8.7, 21.5",8.7,21.5
2008 현대 제네시스 쿠페,http://file.carisyou.com/upload/2019/07/23/FILE_201907231052312460.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1268.jpg,현대,국산,"2,278~3,483만원",9.2~11.0km/ℓ,가솔린,중형,쿠페,컨셉트,미정,,,5명,0km/h,"3,342cc",V6TwinTurbo,FR,0등급,"22780000, 34830000",22780000,34830000,3342,"9.2, 11.0",9.2,11.0
1963 AC Cars 쉘비 코브라,http://file.carisyou.com/newcar/color/3567_ac_cobra1963_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1269.jpg,AC,수입,-만원,-,가솔린,소형,컨버터블,289,단종,1963-01-01,1964-01-01,2명,217km/h,"4,727cc",V8,FR,0등급,-,9999999999,9999999999,4727,-,0.0,0.0
2000 에이리얼 아톰,http://file.carisyou.com/newcar/color/3568_ariel_atom2000_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1270.jpg,에이리얼,수입,-만원,-,가솔린,소형,컨버터블,1.6,단종,2000-01-01,2004-01-01,2명,0km/h,"1,588cc",1.6DOHC,MR,0등급,-,9999999999,9999999999,1588,-,0.0,0.0
1954 알파로메오 줄리에타,http://file.carisyou.com/newcar/color/3575_alfaromeo_giulietta1954_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1271.jpg,알파로메오,수입,-만원,-,가솔린,준중형,쿠페,스프린트,미정,,,4명,164km/h,"1,290cc",-,FF,0등급,-,9999999999,9999999999,1290,-,0.0,0.0
1992 알파로메오 RZ,http://file.carisyou.com/newcar/color/3578_alfaromeo_rz1992_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1272.jpg,알파로메오,수입,-만원,-,가솔린,준중형,컨버터블,V63.0,미정,,,-명,230km/h,"2,959cc",V6SOHC,FR,0등급,-,9999999999,9999999999,2959,-,0.0,0.0
1959 애스턴마틴 DB4,http://file.carisyou.com/newcar/color/3579_astonmartin_db41959_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1273.jpg,애스턴마틴,수입,-만원,-,가솔린,준중형,쿠페,3.7,단종,1959-01-01,1962-01-01,4명,227km/h,"3,670cc",V6,FR,0등급,-,9999999999,9999999999,3670,-,0.0,0.0
1963 애스턴마틴 DB5,http://file.carisyou.com/newcar/color/3580_astonmartin_db51963_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1274.jpg,애스턴마틴,수입,-만원,-,가솔린,준중형,쿠페,V64.0,단종,1963-01-01,1965-01-01,4명,229km/h,"3,996cc",V6,FR,0등급,-,9999999999,9999999999,3996,-,0.0,0.0
1989 아우디 100,http://file.carisyou.com/newcar/color/3581_audi_1001989_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1275.jpg,아우디,수입,-만원,-,가솔린,중형,세단,2.3E콰트로,단종,1982-01-01,1991-01-01,5명,225km/h,"2,309cc",5기통SOHC,4WD,0등급,-,9999999999,9999999999,2309,-,0.0,0.0
2007 피아트 500,http://file.carisyou.com/newcar/color/3617_fiat_nuova5002007_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1276.jpg,피아트,수입,-만원,-,가솔린,소형,해치백,누오바1.2,미정,,,4명,160km/h,"1,242cc",-,FF,0등급,-,9999999999,9999999999,1242,-,0.0,0.0
1983 현대 스텔라,,,현대,국산,-만원,-,가솔린,중형,세단,1.4STD,단종,1983-01-01,1997-01-01,0명,160km/h,"1,439cc",-,FF,0등급,-,9999999999,9999999999,1439,-,0.0,0.0
1961 재규어 E-타입,,,재규어,수입,-만원,-,가솔린,준중형,쿠페,3.8,단종,1961-01-01,1966-01-01,2명,241km/h,"3,781cc",6기통,FR,0등급,-,9999999999,9999999999,3781,-,0.0,0.0
1991 쌍용 칼리스타,,,쌍용,국산,-만원,8.1km/ℓ,가솔린,소형,컨버터블,2.9i,단종,1991-01-01,1993-01-01,2명,208km/h,"2,933cc",CVG629,0,5등급,-,9999999999,9999999999,2933,8.1,8.1,8.1
2008 볼보 XC70(2세대),http://file.carisyou.com/newcar/color/3676_volvo_newxc702008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1280.jpg,볼보,수입,"5,840만원",11.2km/ℓ,디젤,중형,왜건,D5AWD,단종,2008-04-07,2010-10-05,5명,205km/h,"2,400cc",5기통터보디젤,4WD,3등급,58400000,58400000,58400000,2400,11.2,11.2,11.2
2008 닛산 캐시카이(1세대),http://file.carisyou.com/newcar/color/3687_nissan_qashqai2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1281.jpg,닛산,수입,-만원,-,디젤,준중형,SUV,2.05인승4WD,미정,,,5명,190km/h,"1,995cc",4기통,4WD,0등급,-,9999999999,9999999999,1995,-,0.0,0.0
2008 BMW 6시리즈(2세대),http://file.carisyou.com/newcar/color/3688_bmw_new6series2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1282.jpg,BMW,수입,"1억7,280만원",7.3km/ℓ,가솔린,준대형,컨버터블,650i컨버터블,단종,2008-01-01,2011-03-30,4명,250km/h,"4,799cc",V8,FR,5등급,172800000,172800000,172800000,4799,7.3,7.3,7.3
2008 어울림 스피라,http://file.carisyou.com/newcar/color/3689_oullim_spira2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1283.jpg,어울림,국산,"1억900~1억2,890만원",8.3km/ℓ,가솔린,준중형,쿠페,S2.7슈퍼차저,단종,2008-06-23,2009-11-11,2명,305km/h,"2,659cc",V6Supercharger,MR,5등급,"109000000, 128900000",109000000,128900000,2659,8.3,8.3,8.3
2008 재규어 XF(1세대),http://file.carisyou.com/newcar/color/3693_jaguar_xf2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1284.jpg,재규어,수입,"7,130~1억2,700만원",7.6~12.2km/ℓ,"가솔린,디젤",중형,세단,2.7D럭셔리,단종,2008-01-01,2011-11-01,5명,229km/h,"2,720cc",V6TurboDiesel,FR,3등급,"71300000, 127000000",71300000,127000000,2720,"7.6, 12.2",7.6,12.2
2008 이스즈 아센더,http://file.carisyou.com/newcar/color/3694_isuzu_ascender2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1285.jpg,이스즈,수입,-만원,8.2km/ℓ,가솔린,대형,SUV,2WD,미정,,,5명,0km/h,"4,195cc",6기통,FF,5등급,-,9999999999,9999999999,4195,8.2,8.2,8.2
2008 벤츠 SL클래스,http://file.carisyou.com/newcar/color/3695_benz_newsl-class2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1286.jpg,벤츠,수입,"1억9,490만원",5.8km/ℓ,가솔린,중형,쿠페,63AMG,단종,2008-07-21,2010-01-01,0명,250km/h,"6,208cc",V8,FR,5등급,194900000,194900000,194900000,6208,5.8,5.8,5.8
2009 재규어 X-타입,http://file.carisyou.com/newcar/color/3696_jaguar_newx-type2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1287.jpg,재규어,수입,"4,990~6,290만원",7.0~13.7km/ℓ,"가솔린,디젤",준중형,세단,2.2D,단종,2008-05-02,2010-01-01,5명,208km/h,"2,198cc",4기통터보디젤,FF,2등급,"49900000, 62900000",49900000,62900000,2198,"7.0, 13.7",7.0,13.7
2008 포드 몬데오(4세대),http://file.carisyou.com/newcar/color/3697_ford_newmondeo2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1288.jpg,포드,수입,"3,850만원",10.4~12.9km/ℓ,"가솔린,디젤",중형,세단,2.0,미정,,,5명,0km/h,"1,999cc",2.0듀라텍,FF,4등급,38500000,38500000,38500000,1999,"10.4, 12.9",10.4,12.9
2008 아우디 A3(2세대),http://file.carisyou.com/newcar/color/3698_audi_a32008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1289.jpg,아우디,수입,"3,960~4,250만원",10.9~22.2km/ℓ,"가솔린,디젤",준중형,컨버터블,카브리올레1.8TFSI,미정,,,4명,217km/h,"1,798cc",4기통,FF,3등급,"39600000, 42500000",39600000,42500000,1798,"10.9, 22.2",10.9,22.2
2008 아우디 S3(2세대),http://file.carisyou.com/newcar/color/3699_audi_s32008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1290.jpg,아우디,수입,-만원,11.8km/ℓ,가솔린,준중형,해치백,2.0T콰트로,미정,,,5명,250km/h,"1,984cc",2.0TFSI,4WD,3등급,-,9999999999,9999999999,1984,11.8,11.8,11.8
2008 아우디 Q5(1세대),http://file.carisyou.com/newcar/color/3701_audi_q52008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1291.jpg,아우디,수입,-만원,12.6~14.5km/ℓ,"가솔린,디젤",중형,SUV,2.0TDI콰트로,미정,,,5명,204km/h,"1,968cc",직렬4기통터보,4WD,2등급,-,9999999999,9999999999,1968,"12.6, 14.5",12.6,14.5
2008 포드 S-맥스(1세대),http://file.carisyou.com/newcar/color/3702_ford_s-max2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1292.jpg,포드,수입,"4,250만원",12.1~17.6km/ℓ,"가솔린,디젤",중형,왜건,엣지2.0i듀라텍,미정,,,5명,196km/h,"1,999cc",-,FF,2등급,42500000,42500000,42500000,1999,"12.1, 17.6",12.1,17.6
2008 포드 갤럭시,http://file.carisyou.com/newcar/color/3703_ford_galaxy2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1293.jpg,포드,수입,-만원,14.2~17.6km/ℓ,"가솔린,디젤",중형,RV,엣지2.0i듀라텍,미정,,,-명,194km/h,"1,999cc",-,FF,2등급,-,9999999999,9999999999,1999,"14.2, 17.6",14.2,17.6
2008 스바루 레거시(4세대),http://file.carisyou.com/newcar/color/3704_subaru_legacy2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1294.jpg,스바루,수입,-만원,-,가솔린,중형,왜건,왜건STIS402,미정,,,5명,0km/h,0cc,4기통터보,4WD,0등급,-,9999999999,9999999999,0,-,0.0,0.0
2008 폭스바겐 폴로(4세대),http://file.carisyou.com/newcar/color/3705_volkswagen_polo2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1295.jpg,폭스바겐,수입,-만원,14.9km/ℓ,가솔린,소형,해치백,GTI1.8,미정,,,5명,216km/h,"1,781cc",-,FF,2등급,-,9999999999,9999999999,1781,14.9,14.9,14.9
2008 포드 포커스(2세대),http://file.carisyou.com/newcar/color/3706_ford_focus2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1296.jpg,포드,수입,-만원,-,가솔린,준중형,쿠페,쿠페2.0,미정,,,5명,203km/h,"1,999cc",I4,FF,0등급,-,9999999999,9999999999,1999,-,0.0,0.0
2008 마쯔다 비안테,http://file.carisyou.com/newcar/color/3707_mazda_biante2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1297.jpg,마쯔다,수입,-만원,-,가솔린,중형,RV,2.0,미정,,,8명,0km/h,"1,998cc",-,FF,0등급,-,9999999999,9999999999,1998,-,0.0,0.0
2008 세아트 알테아,http://file.carisyou.com/newcar/color/3708_seat_altea2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1298.jpg,세아트,수입,-만원,-,"가솔린,디젤",준중형,SUV,프리트랙42.0TSI,미정,,,-명,0km/h,0cc,-,4WD,0등급,-,9999999999,9999999999,0,-,0.0,0.0
2008 마쯔다 마쯔다6,http://file.carisyou.com/newcar/color/3709_mazda_mazda62008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1299.jpg,마쯔다,수입,-만원,-,가솔린,중형,세단,2.5,미정,,,5명,0km/h,"2,489cc",-,FF,0등급,-,9999999999,9999999999,2489,-,0.0,0.0
2008 아우디 S5(1세대),http://file.carisyou.com/newcar/color/3710_audi_s52008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1300.jpg,아우디,수입,-만원,9.4km/ℓ,가솔린,준중형,쿠페,4.2콰트로,미정,,,5명,250km/h,"4,163cc",V8DOHC,4WD,4등급,-,9999999999,9999999999,4163,9.4,9.4,9.4
2008 아우디 A5(1세대),http://file.carisyou.com/newcar/color/3711_audi_a52008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1301.jpg,아우디,수입,-만원,11.7~17.4km/ℓ,"가솔린,디젤",준중형,쿠페,1.8TFSI,미정,,,4명,225km/h,"1,798cc",4기통터보,FF,1등급,-,9999999999,9999999999,1798,"11.7, 17.4",11.7,17.4
2008 기아 로체 이노베이션,http://file.carisyou.com/newcar/color/3712_kia_lotzeinnovation2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1302.jpg,기아,국산,"1,235~2,715만원",9.1~12.8km/ℓ,"가솔린,엘피지",중형,세단,LX20기본형,단종,2008-06-12,2009-08-18,5명,0km/h,"1,998cc",-,FF,2등급,"12350000, 27150000",12350000,27150000,1998,"9.1, 12.8",9.1,12.8
2008 기아 쏘울,http://file.carisyou.com/newcar/color/3713_kia_soul2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1303.jpg,기아,국산,"1,252~2,042만원",12.9~19.8km/ℓ,"가솔린,디젤",준중형,RV,버너컨셉트,미정,,,-명,0km/h,0cc,1.6VGT,FF,0등급,"12520000, 20420000",12520000,20420000,0,"12.9, 19.8",12.9,19.8
2008 토요타 캠리(6세대),http://file.carisyou.com/newcar/color/3714_toyota_camry2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1304.jpg,토요타,수입,-만원,12.8~14.0km/ℓ,"가솔린,가솔린/하이브리드",중형,세단,2.4,미정,,,5명,0km/h,"2,362cc",4기통,FF,2등급,-,9999999999,9999999999,2362,"12.8, 14.0",12.8,14.0
2009 포르쉐 911(6세대),http://file.carisyou.com/newcar/color/3715_porsche_new9112008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1305.jpg,포르쉐,수입,"1억2,620~1억6,780만원",8.0~8.6km/ℓ,가솔린,준중형,쿠페,카레라,단종,2008-09-01,2012-01-16,2명,287km/h,"3,614cc",6기통,RR,4등급,"126200000, 167800000",126200000,167800000,3614,"8.0, 8.6",8.0,8.6
2008 한국지엠 윈스톰 맥스,http://file.carisyou.com/newcar/color/3716_gmdaewoo_winstormmaxx2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1306.jpg,한국지엠,국산,"2,833~2,996만원",11.3km/ℓ,디젤,중형,SUV,고급형,단종,2008-07-14,2009-09-30,5명,0km/h,"1,991cc",2.0VCDi디젤엔진,4WD,3등급,"28330000, 29960000",28330000,29960000,1991,11.3,11.3,11.3
2009 혼다 레전드(4세대),http://file.carisyou.com/newcar/color/3717_honda_newlegend2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1307.jpg,혼다,수입,"7,250만원",8.6km/ℓ,가솔린,준대형,세단,3.7,단종,2008-06-24,2011-01-04,5명,0km/h,"3,664cc",V6VTEC,4WD,4등급,72500000,72500000,72500000,3664,8.6,8.6,8.6
2008 인피니티 FX(2세대),http://file.carisyou.com/newcar/color/3718_infiniti_newfx2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1308.jpg,인피니티,수입,"6,890~8,950만원",7.2~7.9km/ℓ,가솔린,중형,SUV,35N,단종,2008-01-01,2009-01-01,5명,0km/h,"3,498cc",V6,4WD,5등급,"68900000, 89500000",68900000,89500000,3498,"7.2, 7.9",7.2,7.9
2008 크라이슬러 그랜드 보이저(5세대),http://file.carisyou.com/newcar/color/3719_chrysler_newgrandvoyager2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1309.jpg,크라이슬러,수입,"4,950~5,610만원",7.1~9.5km/ℓ,"가솔린,디젤",대형,RV,2.8,단종,2008-01-01,2009-01-01,7명,0km/h,"2,777cc",VGT,4WD,4등급,"49500000, 56100000",49500000,56100000,2777,"7.1, 9.5",7.1,9.5
2009 쌍용 슈퍼 렉스턴,http://file.carisyou.com/newcar/color/3720_ssangyong_superrexton2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1310.jpg,쌍용,국산,"2,840~4,003만원",10.7km/ℓ,디젤,중형,SUV,RX5(2WD)고급형,단종,2008-07-07,2010-01-03,7명,0km/h,"2,696cc",I5CRDi,FR,3등급,"28400000, 40030000",28400000,40030000,2696,10.7,10.7,10.7
2008 사브 9-3,http://file.carisyou.com/newcar/color/3721_saab_turbox2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1311.jpg,사브,수입,"6,750만원",8.0km/ℓ,가솔린,중형,세단,리미티드에디션,단종,2008-01-01,2010-01-01,5명,0km/h,"2,792cc",V62.8Turbo,AWD,5등급,67500000,67500000,67500000,2792,8.0,8.0,8.0
2009 BMW 3시리즈(5세대),http://file.carisyou.com/newcar/color/3722_bmw_new3series2009_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1312.jpg,BMW,수입,"4,530~9,090만원",8.4~17.6km/ℓ,"가솔린,디젤",준중형,세단,320i,단종,2008-11-04,2012-02-22,5명,218km/h,"1,995cc",직렬4기통,FR,3등급,"45300000, 90900000",45300000,90900000,1995,"8.4, 17.6",8.4,17.6
2008 벤츠 CLS클래스(1세대),http://file.carisyou.com/newcar/color/3723_benz_newcls-class2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1313.jpg,벤츠,수입,"1억600~1억6,190만원",6.1~8.7km/ℓ,가솔린,준대형,세단,350,단종,2008-07-21,2010-04-18,4명,250km/h,"3,498cc",V6기통,FR,4등급,"106000000, 161900000",106000000,161900000,3498,"6.1, 8.7",6.1,8.7
